Iteration,Sim_0,Sim_1,Sim_2,Sim_3,Sim_4,Sim_5,Sim_6,Sim_7,Sim_8,Sim_9,Sim_10,Sim_11,Sim_12,Sim_13,Sim_14,Sim_15,Sim_16,Sim_17,Sim_18,Sim_19,Sim_20,Sim_21,Sim_22,Sim_23,Sim_24,Sim_25,Sim_26,Sim_27,Sim_28,Sim_29,Sim_30,Sim_31,Sim_32,Sim_33,Sim_34,Sim_35,Sim_36,Sim_37,Sim_38,Sim_39,Sim_40,Sim_41,Sim_42,Sim_43,Sim_44,Sim_45,Sim_46,Sim_47,Sim_48,Sim_49,Sim_50,Sim_51,Sim_52,Sim_53,Sim_54,Sim_55,Sim_56,Sim_57,Sim_58,Sim_59,Sim_60,Sim_61,Sim_62,Sim_63,Sim_64,Sim_65,Sim_66,Sim_67,Sim_68,Sim_69,Sim_70,Sim_71,Sim_72,Sim_73,Sim_74,Sim_75,Sim_76,Sim_77,Sim_78,Sim_79,Sim_80,Sim_81,Sim_82,Sim_83,Sim_84,Sim_85,Sim_86,Sim_87,Sim_88,Sim_89,Sim_90,Sim_91,Sim_92,Sim_93,Sim_94,Sim_95,Sim_96,Sim_97,Sim_98,Sim_99
0,[209.0],[209.0],[209.0],[209.0],[262.0],[209.0],[209.0],[209.0],[478.0],[209.0],[209.0],[209.0],[209.0],[209.0],[209.0],[86.0],[209.0],[209.0],[646.0],[209.0],[209.0],[209.0],[209.0],[209.0],[209.0],[209.0],[209.0],[209.0],[209.0],[209.0],[209.0],[209.0],[209.0],[209.0],[262.0],[262.0],[209.0],[209.0],[209.0],[209.0],[209.0],[179.0],[209.0],[262.0],[209.0],[646.0],[822.0],[209.0],[209.0],[262.0],[209.0],[209.0],[209.0],[209.0],[209.0],[209.0],[209.0],[209.0],[209.0],[209.0],[209.0],[209.0],[209.0],[209.0],[209.0],[209.0],[209.0],[209.0],[209.0],[209.0],[209.0],[209.0],[209.0],[209.0],[209.0],[262.0],[209.0],[209.0],[209.0],[209.0],[262.0],[209.0],[209.0],[209.0],[209.0],[209.0],[209.0],[209.0],[262.0],[209.0],[209.0],[209.0],[209.0],[209.0],[209.0],[262.0],[209.0],[209.0],[209.0],[262.0]
1,[262.0],[262.0],[262.0],[478.0],[209.0],[262.0],[478.0],[262.0],[262.0],[262.0],[262.0],[262.0],[262.0],[262.0],[262.0],[262.0],[262.0],[262.0],[209.0],[262.0],[478.0],[478.0],[262.0],[262.0],[262.0],[125.0],[262.0],[478.0],[478.0],[262.0],[262.0],[262.0],[262.0],[262.0],[209.0],[209.0],[478.0],[262.0],[262.0],[262.0],[478.0],[262.0],[262.0],[209.0],[478.0],[209.0],[209.0],[478.0],[262.0],[209.0],[262.0],[262.0],[262.0],[478.0],[478.0],[262.0],[262.0],[262.0],[262.0],[478.0],[478.0],[262.0],[478.0],[478.0],[478.0],[179.0],[478.0],[262.0],[262.0],[262.0],[262.0],[262.0],[262.0],[262.0],[262.0],[209.0],[478.0],[262.0],[262.0],[478.0],[209.0],[262.0],[262.0],[262.0],[478.0],[262.0],[262.0],[478.0],[209.0],[478.0],[262.0],[478.0],[262.0],[262.0],[478.0],[209.0],[262.0],[262.0],[478.0],[209.0]
2,[179.0],[478.0],[478.0],[262.0],[478.0],[646.0],[262.0],[478.0],[209.0],[179.0],[646.0],[478.0],[478.0],[646.0],[646.0],[209.0],[478.0],[646.0],[262.0],[478.0],[262.0],[262.0],[478.0],[478.0],[179.0],[262.0],[977.0],[262.0],[262.0],[478.0],[478.0],[478.0],[478.0],[646.0],[478.0],[668.0],[262.0],[478.0],[478.0],[945.0],[262.0],[209.0],[478.0],[478.0],[262.0],[262.0],[262.0],[262.0],[478.0],[646.0],[478.0],[478.0],[478.0],[262.0],[262.0],[478.0],[478.0],[478.0],[478.0],[262.0],[262.0],[179.0],[262.0],[262.0],[262.0],[262.0],[262.0],[646.0],[646.0],[478.0],[478.0],[478.0],[478.0],[46.0],[478.0],[977.0],[262.0],[478.0],[478.0],[262.0],[668.0],[478.0],[646.0],[478.0],[262.0],[478.0],[668.0],[262.0],[74.0],[262.0],[478.0],[262.0],[646.0],[478.0],[262.0],[74.0],[646.0],[646.0],[262.0],[646.0]
3,[953.0],[646.0],[646.0],[646.0],[646.0],[478.0],[266.0],[646.0],[819.0],[646.0],[478.0],[646.0],[646.0],[478.0],[478.0],[478.0],[668.0],[478.0],[442.0],[646.0],[156.0],[239.0],[646.0],[646.0],[646.0],[478.0],[130.0],[646.0],[646.0],[646.0],[646.0],[646.0],[646.0],[478.0],[646.0],[79.0],[646.0],[373.0],[996.0],[646.0],[156.0],[646.0],[74.0],[646.0],[156.0],[382.0],[478.0],[646.0],[220.0],[478.0],[646.0],[646.0],[646.0],[646.0],[372.0],[646.0],[646.0],[955.0],[668.0],[646.0],[20.0],[177.0],[646.0],[388.0],[646.0],[646.0],[646.0],[671.0],[478.0],[646.0],[393.0],[646.0],[646.0],[117.0],[646.0],[578.0],[646.0],[646.0],[646.0],[646.0],[478.0],[74.0],[471.0],[646.0],[894.0],[328.0],[478.0],[418.0],[478.0],[436.0],[646.0],[812.0],[478.0],[646.0],[854.0],[740.0],[478.0],[478.0],[646.0],[478.0]
4,[898.0],[977.0],[668.0],[977.0],[284.0],[668.0],[646.0],[668.0],[579.0],[382.0],[668.0],[668.0],[364.0],[471.0],[471.0],[646.0],[646.0],[668.0],[668.0],[767.0],[646.0],[767.0],[156.0],[583.0],[473.0],[854.0],[478.0],[382.0],[769.0],[220.0],[460.0],[668.0],[875.0],[145.0],[668.0],[408.0],[616.0],[646.0],[953.0],[474.0],[646.0],[253.0],[646.0],[179.0],[387.0],[290.0],[646.0],[975.0],[890.0],[179.0],[436.0],[677.0],[256.0],[709.0],[931.0],[668.0],[530.0],[646.0],[646.0],[323.0],[646.0],[924.0],[909.0],[646.0],[220.0],[826.0],[869.0],[530.0],[854.0],[709.0],[646.0],[668.0],[668.0],[478.0],[668.0],[478.0],[37.0],[668.0],[373.0],[256.0],[822.0],[646.0],[162.0],[977.0],[646.0],[646.0],[471.0],[646.0],[220.0],[646.0],[683.0],[646.0],[234.0],[668.0],[646.0],[478.0],[668.0],[907.0],[420.0],[668.0]
5,[646.0],[668.0],[236.0],[113.0],[977.0],[471.0],[614.0],[708.0],[646.0],[471.0],[490.0],[460.0],[204.0],[624.0],[220.0],[977.0],[501.0],[708.0],[979.0],[668.0],[614.0],[646.0],[933.0],[977.0],[575.0],[540.0],[179.0],[549.0],[561.0],[471.0],[755.0],[718.0],[933.0],[471.0],[285.0],[346.0],[977.0],[423.0],[646.0],[668.0],[847.0],[544.0],[14.0],[382.0],[646.0],[478.0],[668.0],[734.0],[646.0],[382.0],[909.0],[933.0],[977.0],[471.0],[646.0],[909.0],[471.0],[113.0],[284.0],[668.0],[668.0],[646.0],[668.0],[739.0],[544.0],[256.0],[875.0],[668.0],[933.0],[382.0],[977.0],[323.0],[285.0],[646.0],[323.0],[963.0],[323.0],[501.0],[707.0],[668.0],[79.0],[221.0],[800.0],[74.0],[460.0],[705.0],[421.0],[125.0],[382.0],[561.0],[179.0],[427.0],[575.0],[285.0],[420.0],[646.0],[977.0],[933.0],[668.0],[471.0]
6,[668.0],[74.0],[977.0],[818.0],[668.0],[477.0],[215.0],[909.0],[668.0],[932.0],[43.0],[74.0],[460.0],[880.0],[526.0],[868.0],[74.0],[179.0],[538.0],[220.0],[491.0],[897.0],[755.0],[97.0],[668.0],[875.0],[646.0],[668.0],[583.0],[64.0],[125.0],[933.0],[668.0],[314.0],[179.0],[646.0],[157.0],[668.0],[755.0],[74.0],[594.0],[668.0],[444.0],[668.0],[245.0],[977.0],[74.0],[821.0],[308.0],[668.0],[622.0],[668.0],[378.0],[578.0],[45.0],[709.0],[981.0],[554.0],[179.0],[590.0],[378.0],[668.0],[651.0],[654.0],[566.0],[74.0],[668.0],[951.0],[179.0],[583.0],[668.0],[74.0],[179.0],[704.0],[74.0],[149.0],[614.0],[614.0],[287.0],[179.0],[646.0],[179.0],[478.0],[544.0],[538.0],[96.0],[646.0],[490.0],[646.0],[179.0],[74.0],[614.0],[179.0],[179.0],[306.0],[220.0],[110.0],[963.0],[220.0],[179.0]
7,[544.0],[13.0],[635.0],[544.0],[74.0],[546.0],[668.0],[967.0],[920.0],[266.0],[74.0],[614.0],[677.0],[182.0],[562.0],[668.0],[614.0],[326.0],[594.0],[869.0],[668.0],[74.0],[609.0],[668.0],[141.0],[646.0],[702.0],[284.0],[898.0],[179.0],[544.0],[984.0],[739.0],[148.0],[571.0],[465.0],[177.0],[412.0],[909.0],[544.0],[746.0],[382.0],[17.0],[110.0],[672.0],[555.0],[933.0],[762.0],[623.0],[79.0],[668.0],[608.0],[113.0],[125.0],[755.0],[329.0],[668.0],[668.0],[544.0],[311.0],[933.0],[544.0],[932.0],[554.0],[412.0],[100.0],[303.0],[229.0],[259.0],[961.0],[471.0],[575.0],[677.0],[97.0],[708.0],[646.0],[20.0],[238.0],[668.0],[471.0],[74.0],[677.0],[668.0],[183.0],[471.0],[898.0],[113.0],[977.0],[544.0],[544.0],[668.0],[668.0],[668.0],[418.0],[636.0],[477.0],[343.0],[961.0],[471.0],[74.0]
8,[975.0],[530.0],[323.0],[846.0],[285.0],[755.0],[617.0],[775.0],[382.0],[282.0],[471.0],[933.0],[977.0],[409.0],[610.0],[236.0],[382.0],[428.0],[478.0],[977.0],[236.0],[460.0],[49.0],[154.0],[630.0],[720.0],[821.0],[471.0],[668.0],[242.0],[179.0],[614.0],[654.0],[668.0],[31.0],[74.0],[471.0],[678.0],[544.0],[285.0],[808.0],[37.0],[125.0],[436.0],[883.0],[782.0],[203.0],[293.0],[335.0],[969.0],[471.0],[654.0],[558.0],[853.0],[825.0],[471.0],[762.0],[505.0],[609.0],[798.0],[684.0],[110.0],[835.0],[668.0],[179.0],[337.0],[753.0],[815.0],[608.0],[981.0],[880.0],[404.0],[830.0],[844.0],[888.0],[668.0],[668.0],[471.0],[471.0],[886.0],[639.0],[250.0],[436.0],[740.0],[434.0],[668.0],[74.0],[922.0],[482.0],[623.0],[575.0],[74.0],[854.0],[790.0],[668.0],[936.0],[845.0],[880.0],[179.0],[388.0]
9,[987.0],[266.0],[74.0],[761.0],[21.0],[350.0],[718.0],[179.0],[739.0],[933.0],[870.0],[524.0],[74.0],[907.0],[438.0],[74.0],[544.0],[74.0],[519.0],[583.0],[787.0],[880.0],[179.0],[873.0],[815.0],[786.0],[691.0],[250.0],[564.0],[161.0],[668.0],[74.0],[74.0],[734.0],[74.0],[437.0],[199.0],[953.0],[256.0],[864.0],[499.0],[471.0],[668.0],[295.0],[443.0],[79.0],[502.0],[33.0],[668.0],[289.0],[82.0],[516.0],[293.0],[668.0],[614.0],[999.0],[78.0],[577.0],[74.0],[74.0],[311.0],[604.0],[74.0],[3.0],[961.0],[869.0],[321.0],[478.0],[668.0],[544.0],[326.0],[608.0],[74.0],[490.0],[204.0],[74.0],[74.0],[837.0],[74.0],[540.0],[388.0],[668.0],[575.0],[672.0],[838.0],[575.0],[843.0],[111.0],[978.0],[457.0],[525.0],[540.0],[74.0],[74.0],[670.0],[118.0],[880.0],[195.0],[677.0],[212.0]
