Iteration,Sim_0,Sim_1,Sim_2,Sim_3,Sim_4,Sim_5,Sim_6,Sim_7,Sim_8,Sim_9,Sim_10,Sim_11,Sim_12,Sim_13,Sim_14,Sim_15,Sim_16,Sim_17,Sim_18,Sim_19,Sim_20,Sim_21,Sim_22,Sim_23,Sim_24,Sim_25,Sim_26,Sim_27,Sim_28,Sim_29,Sim_30,Sim_31,Sim_32,Sim_33,Sim_34,Sim_35,Sim_36,Sim_37,Sim_38,Sim_39,Sim_40,Sim_41,Sim_42,Sim_43,Sim_44,Sim_45,Sim_46,Sim_47,Sim_48,Sim_49,Sim_50,Sim_51,Sim_52,Sim_53,Sim_54,Sim_55,Sim_56,Sim_57,Sim_58,Sim_59,Sim_60,Sim_61,Sim_62,Sim_63,Sim_64,Sim_65,Sim_66,Sim_67,Sim_68,Sim_69,Sim_70,Sim_71,Sim_72,Sim_73,Sim_74,Sim_75,Sim_76,Sim_77,Sim_78,Sim_79,Sim_80,Sim_81,Sim_82,Sim_83,Sim_84,Sim_85,Sim_86,Sim_87,Sim_88,Sim_89,Sim_90,Sim_91,Sim_92,Sim_93,Sim_94,Sim_95,Sim_96,Sim_97,Sim_98,Sim_99
0,[480.0],[1435.0],[652.0],[151.0],[1081.0],[652.0],[1434.0],[652.0],[480.0],[151.0],[652.0],[480.0],[1435.0],[151.0],[1299.0],[151.0],[151.0],[151.0],[652.0],[151.0],[151.0],[86.0],[1435.0],[106.0],[151.0],[151.0],[1435.0],[1435.0],[652.0],[258.0],[151.0],[1244.0],[258.0],[151.0],[652.0],[258.0],[1081.0],[92.0],[151.0],[151.0],[258.0],[480.0],[1244.0],[151.0],[1244.0],[1435.0],[258.0],[652.0],[480.0],[258.0],[1244.0],[258.0],[652.0],[151.0],[92.0],[151.0],[1081.0],[1299.0],[1435.0],[258.0],[652.0],[1081.0],[1435.0],[151.0],[151.0],[151.0],[151.0],[258.0],[652.0],[258.0],[151.0],[1435.0],[1434.0],[258.0],[258.0],[151.0],[1434.0],[92.0],[92.0],[151.0],[652.0],[1081.0],[652.0],[151.0],[151.0],[1017.0],[151.0],[1244.0],[652.0],[723.0],[652.0],[81.0],[652.0],[151.0],[258.0],[151.0],[480.0],[151.0],[1574.0],[258.0]
1,[652.0],[1079.0],[480.0],[1079.0],[151.0],[1235.0],[151.0],[151.0],[151.0],[258.0],[258.0],[151.0],[151.0],[1574.0],[151.0],[258.0],[1081.0],[92.0],[1435.0],[258.0],[451.0],[652.0],[151.0],[480.0],[1244.0],[1235.0],[1574.0],[151.0],[151.0],[1574.0],[1079.0],[92.0],[151.0],[1051.0],[151.0],[151.0],[1435.0],[151.0],[1574.0],[652.0],[151.0],[1574.0],[652.0],[258.0],[151.0],[120.0],[151.0],[889.0],[1244.0],[92.0],[1081.0],[1081.0],[151.0],[1574.0],[151.0],[692.0],[1244.0],[1434.0],[92.0],[1435.0],[1435.0],[1018.0],[258.0],[1081.0],[652.0],[1435.0],[1018.0],[92.0],[1435.0],[1435.0],[1434.0],[151.0],[652.0],[151.0],[151.0],[652.0],[258.0],[258.0],[1434.0],[91.0],[1434.0],[480.0],[151.0],[1081.0],[258.0],[1434.0],[258.0],[652.0],[151.0],[151.0],[151.0],[151.0],[151.0],[1434.0],[652.0],[1434.0],[151.0],[1081.0],[652.0],[1081.0]
2,[1081.0],[258.0],[258.0],[258.0],[1370.0],[291.0],[1081.0],[1081.0],[226.0],[1244.0],[151.0],[258.0],[1079.0],[480.0],[672.0],[1321.0],[652.0],[1435.0],[480.0],[86.0],[1370.0],[1244.0],[258.0],[1081.0],[451.0],[92.0],[1079.0],[1244.0],[258.0],[1079.0],[1244.0],[151.0],[1081.0],[652.0],[1434.0],[652.0],[1235.0],[1244.0],[1244.0],[258.0],[1081.0],[1435.0],[92.0],[1244.0],[1476.0],[1299.0],[1235.0],[151.0],[151.0],[480.0],[652.0],[652.0],[1435.0],[651.0],[1018.0],[1244.0],[1435.0],[151.0],[151.0],[151.0],[92.0],[1435.0],[151.0],[480.0],[1372.0],[1370.0],[1081.0],[1244.0],[92.0],[652.0],[652.0],[226.0],[1081.0],[480.0],[652.0],[1374.0],[1574.0],[1574.0],[480.0],[81.0],[92.0],[1434.0],[1372.0],[81.0],[1474.0],[92.0],[1235.0],[480.0],[1299.0],[1081.0],[1081.0],[1235.0],[258.0],[652.0],[1051.0],[754.0],[1434.0],[258.0],[480.0],[652.0]
3,[258.0],[652.0],[151.0],[649.0],[91.0],[258.0],[652.0],[169.0],[1435.0],[92.0],[169.0],[1235.0],[1244.0],[92.0],[120.0],[652.0],[91.0],[754.0],[151.0],[480.0],[480.0],[324.0],[1244.0],[652.0],[81.0],[889.0],[151.0],[1081.0],[1434.0],[86.0],[723.0],[1574.0],[1434.0],[723.0],[1244.0],[1434.0],[1079.0],[451.0],[1081.0],[169.0],[652.0],[151.0],[1081.0],[1081.0],[480.0],[1081.0],[325.0],[1435.0],[1574.0],[1244.0],[92.0],[1435.0],[1244.0],[92.0],[1079.0],[480.0],[1235.0],[1081.0],[1574.0],[92.0],[400.0],[1269.0],[1372.0],[1434.0],[1574.0],[92.0],[1244.0],[1079.0],[1235.0],[151.0],[480.0],[730.0],[1319.0],[1434.0],[1235.0],[1558.0],[480.0],[1372.0],[151.0],[730.0],[151.0],[151.0],[1244.0],[324.0],[1244.0],[1244.0],[1434.0],[649.0],[480.0],[1474.0],[1574.0],[1574.0],[723.0],[1081.0],[86.0],[1574.0],[1079.0],[1435.0],[1435.0],[1260.0]
4,[1558.0],[94.0],[723.0],[1574.0],[1474.0],[1244.0],[92.0],[1574.0],[730.0],[226.0],[723.0],[1434.0],[480.0],[1081.0],[38.0],[1081.0],[120.0],[258.0],[1081.0],[1081.0],[92.0],[889.0],[480.0],[1574.0],[1474.0],[258.0],[1370.0],[1558.0],[1574.0],[396.0],[652.0],[1434.0],[1574.0],[1244.0],[480.0],[1081.0],[325.0],[1260.0],[258.0],[83.0],[83.0],[1079.0],[1235.0],[480.0],[1574.0],[38.0],[723.0],[120.0],[652.0],[1081.0],[151.0],[723.0],[1235.0],[1081.0],[1434.0],[1079.0],[480.0],[1244.0],[480.0],[1079.0],[889.0],[92.0],[723.0],[652.0],[1081.0],[1574.0],[1434.0],[281.0],[1434.0],[480.0],[1235.0],[324.0],[730.0],[226.0],[1079.0],[92.0],[91.0],[151.0],[14.0],[33.0],[42.0],[1235.0],[92.0],[1299.0],[169.0],[480.0],[1244.0],[584.0],[1435.0],[1051.0],[86.0],[480.0],[1558.0],[1018.0],[151.0],[83.0],[1558.0],[1235.0],[92.0],[1574.0]
5,[13.0],[1574.0],[1299.0],[652.0],[614.0],[151.0],[1574.0],[1558.0],[1244.0],[889.0],[515.0],[652.0],[258.0],[614.0],[480.0],[1476.0],[400.0],[1235.0],[723.0],[1370.0],[1434.0],[281.0],[1081.0],[1017.0],[480.0],[1435.0],[652.0],[730.0],[480.0],[480.0],[480.0],[1235.0],[13.0],[1017.0],[83.0],[92.0],[13.0],[1235.0],[652.0],[480.0],[1474.0],[86.0],[1558.0],[91.0],[1372.0],[92.0],[13.0],[1079.0],[1079.0],[281.0],[33.0],[1574.0],[480.0],[652.0],[106.0],[1434.0],[354.0],[324.0],[1270.0],[1235.0],[442.0],[151.0],[354.0],[1244.0],[672.0],[1079.0],[92.0],[151.0],[1574.0],[1260.0],[120.0],[1476.0],[258.0],[1558.0],[1081.0],[106.0],[1081.0],[480.0],[1574.0],[1370.0],[730.0],[1079.0],[1476.0],[83.0],[92.0],[1081.0],[1372.0],[1476.0],[106.0],[1244.0],[451.0],[33.0],[1244.0],[730.0],[353.0],[258.0],[652.0],[672.0],[1370.0],[649.0]
6,[1574.0],[1476.0],[1131.0],[1269.0],[324.0],[1435.0],[83.0],[1435.0],[652.0],[94.0],[281.0],[1079.0],[501.0],[396.0],[1574.0],[226.0],[1299.0],[1244.0],[1558.0],[1244.0],[1079.0],[151.0],[1131.0],[396.0],[652.0],[1558.0],[1299.0],[1574.0],[730.0],[723.0],[1299.0],[33.0],[226.0],[1081.0],[1372.0],[396.0],[91.0],[400.0],[480.0],[281.0],[480.0],[652.0],[258.0],[354.0],[396.0],[151.0],[354.0],[92.0],[1434.0],[226.0],[1289.0],[92.0],[92.0],[480.0],[1370.0],[1235.0],[226.0],[1018.0],[1558.0],[1018.0],[1235.0],[1370.0],[1079.0],[1131.0],[83.0],[1018.0],[1574.0],[1574.0],[1476.0],[396.0],[723.0],[378.0],[325.0],[86.0],[354.0],[1081.0],[151.0],[1299.0],[553.0],[652.0],[1574.0],[1244.0],[480.0],[1370.0],[1081.0],[169.0],[94.0],[544.0],[1235.0],[1574.0],[258.0],[1435.0],[1017.0],[324.0],[442.0],[1017.0],[1574.0],[226.0],[38.0],[480.0]
7,[92.0],[198.0],[1370.0],[1235.0],[1079.0],[480.0],[33.0],[1370.0],[1372.0],[42.0],[1372.0],[911.0],[120.0],[1244.0],[1435.0],[861.0],[127.0],[1079.0],[1299.0],[291.0],[1574.0],[480.0],[13.0],[88.0],[92.0],[144.0],[672.0],[324.0],[92.0],[1131.0],[258.0],[1081.0],[480.0],[1299.0],[730.0],[911.0],[15.0],[258.0],[92.0],[1574.0],[1558.0],[515.0],[861.0],[169.0],[1018.0],[730.0],[291.0],[1186.0],[291.0],[1434.0],[400.0],[1235.0],[730.0],[649.0],[38.0],[652.0],[151.0],[1574.0],[281.0],[1319.0],[1434.0],[1244.0],[1574.0],[649.0],[258.0],[1299.0],[480.0],[1235.0],[1370.0],[1244.0],[1558.0],[1081.0],[33.0],[515.0],[480.0],[1235.0],[730.0],[889.0],[1081.0],[1435.0],[1079.0],[1574.0],[889.0],[652.0],[325.0],[1574.0],[13.0],[169.0],[1079.0],[324.0],[1244.0],[13.0],[442.0],[258.0],[1235.0],[33.0],[291.0],[354.0],[633.0],[1244.0]
8,[291.0],[1081.0],[889.0],[836.0],[1186.0],[400.0],[1235.0],[354.0],[588.0],[1574.0],[1244.0],[1574.0],[324.0],[911.0],[92.0],[614.0],[38.0],[652.0],[1574.0],[42.0],[672.0],[1574.0],[92.0],[451.0],[1574.0],[1186.0],[91.0],[258.0],[1081.0],[1244.0],[13.0],[652.0],[291.0],[13.0],[92.0],[354.0],[1244.0],[1474.0],[1372.0],[142.0],[1018.0],[614.0],[13.0],[672.0],[378.0],[1574.0],[584.0],[1558.0],[144.0],[151.0],[651.0],[480.0],[1079.0],[258.0],[672.0],[258.0],[258.0],[83.0],[494.0],[42.0],[151.0],[480.0],[1235.0],[672.0],[281.0],[672.0],[33.0],[1434.0],[480.0],[889.0],[1244.0],[861.0],[723.0],[325.0],[1574.0],[1435.0],[325.0],[723.0],[1018.0],[1244.0],[1244.0],[1319.0],[1574.0],[1319.0],[614.0],[324.0],[1574.0],[92.0],[91.0],[169.0],[672.0],[258.0],[1079.0],[1244.0],[13.0],[480.0],[91.0],[480.0],[1131.0],[42.0]
9,[861.0],[1235.0],[1475.0],[1228.0],[522.0],[1558.0],[1558.0],[889.0],[1079.0],[1079.0],[1434.0],[19.0],[861.0],[258.0],[400.0],[120.0],[1474.0],[1081.0],[672.0],[1017.0],[33.0],[258.0],[1589.0],[1186.0],[1372.0],[723.0],[649.0],[91.0],[1017.0],[651.0],[1319.0],[480.0],[1235.0],[1235.0],[1081.0],[1186.0],[378.0],[614.0],[1558.0],[390.0],[1374.0],[672.0],[415.0],[1299.0],[353.0],[1244.0],[1244.0],[1131.0],[1081.0],[13.0],[802.0],[649.0],[1081.0],[226.0],[291.0],[1018.0],[614.0],[730.0],[1235.0],[1244.0],[291.0],[1235.0],[33.0],[544.0],[291.0],[127.0],[1316.0],[652.0],[672.0],[917.0],[442.0],[515.0],[169.0],[501.0],[730.0],[1244.0],[169.0],[1319.0],[1319.0],[1018.0],[1081.0],[258.0],[1186.0],[38.0],[730.0],[81.0],[92.0],[258.0],[1574.0],[86.0],[226.0],[92.0],[480.0],[1570.0],[515.0],[147.0],[730.0],[1244.0],[1081.0],[730.0]
